Chemical Name,Chemical ID,CAS RN,Disease Name,Disease ID,Direct Evidence,Inference Network,Inference Score,Reference Count
Ammonium Chloride,D000643,12125-02-9,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.26,1
nitrofen,C007350,,Phenylketonurias,MESH:D010661,,PAH,4.26,1
Streptozocin,D013311,18883-66-4,Phenylketonurias,MESH:D010661,,PAH,4.26,1
Glafenine,D005897,3820-67-5,Phenylketonurias,MESH:D010661,,PAH,4.25,1
CGP 52608,C092451,87958-67-6,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.24,1
benz(a)anthracene,C030935,56-55-3,Phenylketonurias,MESH:D010661,,PAH,4.24,1
Dietary Fats,D004041,,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.23,1
triptonide,C084079,38647-11-9,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.23,1
Particulate Matter,D052638,,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.23,1
Tungsten,D014414,7440-33-7,Phenylketonurias,MESH:D010661,,QDPR,4.23,1
"Nanotubes, Carbon",D037742,,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.22,1
decabromobiphenyl ether,C010902,1163-19-5,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.22,1
Methotrexate,D008727,59-05-2,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.22,1
Tunicamycin,D014415,11089-65-9,Phenylketonurias,MESH:D010661,,QDPR,4.22,1
Carbon Tetrachloride,D002251,56-23-5,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.21,1
Dexamethasone,D003907,50-02-2,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.21,1
mono-(2-ethylhexyl)phthalate,C016599,4376-20-9,Phenylketonurias,MESH:D010661,,PAH,4.21,1
schizandrin B,C015499,,Phenylketonurias,MESH:D010661,,QDPR,4.21,1
Copper Sulfate,D019327,7758-98-7,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.20,1
Ethyl Methanesulfonate,D005020,62-50-0,Phenylketonurias,MESH:D010661,,QDPR,4.20,1
Vehicle Emissions,D001335,,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.19,1
Clofibrate,D002994,637-07-0,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.19,1
manganese chloride,C025340,7773-01-5,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.19,1
Acrylamide,D020106,79-06-1,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.18,1
Doxorubicin,D004317,23214-92-8,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.18,1
trichostatin A,C012589,58880-19-6,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.18,1
Cyclosporine,D016572,59865-13-3,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.17,1
"Nanotubes, Carbon",D037742,,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.17,1
"4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide",C459179,,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.17,1
Dietary Fats,D004041,,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.17,1
dicrotophos,C000944,3735-78-2,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.16,1
Methyl Methanesulfonate,D008741,66-27-3,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.15,1
dorsomorphin,C516138,,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.15,1
glyphosate,C010974,1071-83-6,Phenylketonurias,MESH:D010661,,PAH,4.15,1
Folic Acid,D005492,59-30-3,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.14,1
Diethylnitrosamine,D004052,55-18-5,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.14,1
aristolochic acid I,C000228,313-67-7,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.14,1
Tretinoin,D014212,302-79-4,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.14,1
Copper Sulfate,D019327,7758-98-7,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.14,1
"2,4-dinitrotoluene",C016403,121-14-2,Phenylketonurias,MESH:D010661,,QDPR,4.14,1
Ethinyl Estradiol,D004997,57-63-6,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.13,1
Resveratrol,D000077185,,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.13,1
Ethanol,D000431,64-17-5,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.13,1
Vehicle Emissions,D001335,,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.13,1
nefazodone,C051752,83366-66-9,Phenylketonurias,MESH:D010661,,PAH,4.13,1
Rosiglitazone,D000077154,,Phenylketonurias,MESH:D010661,,PAH,4.13,1
"1,2-Dimethylhydrazine",D019813,540-73-8,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.12,1
Gentamicins,D005839,,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.12,1
pirinixic acid,C006253,50892-23-4,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.12,1
Acrylamide,D020106,79-06-1,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.12,1
Acetaminophen,D000082,103-90-2,Phenylketonurias,MESH:D010661,,PAH|QDPR,4.12,2
Fenthion,D005284,55-38-9,Phenylketonurias,MESH:D010661,,PAH,4.12,1
Thioacetamide,D013853,62-55-5,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.11,1
butyraldehyde,C018475,123-72-8,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.11,1
Ozone,D010126,10028-15-6,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.11,1
sodium arsenate,C009277,,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.11,1
Carbon Tetrachloride,D002251,56-23-5,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.11,1
propiconazole,C045950,60207-90-1,Phenylketonurias,MESH:D010661,,PAH,4.11,1
furan,C039281,110-00-9,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.10,1
perfluorooctanoic acid,C023036,335-67-1,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.10,1
abrine,C496492,,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.10,1
Methyl Methanesulfonate,D008741,66-27-3,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.10,1
Fulvestrant,D000077267,129453-61-8,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.09,1
ICG 001,C492448,,Phenylketonurias,MESH:D010661,,QDPR,4.09,1
ethylene dichloride,C024565,107-06-2,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.08,1
Formaldehyde,D005557,50-00-0,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.08,1
Ethinyl Estradiol,D004997,57-63-6,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.08,1
Folic Acid,D005492,59-30-3,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.08,1
Cadmium Chloride,D019256,10108-64-2,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.08,1
Methotrexate,D008727,59-05-2,Phenylketonurias,MESH:D010661,,QDPR,4.08,1
Flutamide,D005485,13311-84-7,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.07,1
hexabromocyclododecane,C089796,25637-99-4,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.07,1
Atrazine,D001280,1912-24-9,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.07,1
Estradiol,D004958,50-28-2,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.07,1
Particulate Matter,D052638,,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.07,1
Antirheumatic Agents,D018501,,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.06,1
Hydrogen Peroxide,D006861,7722-84-1,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.06,1
Cisplatin,D002945,15663-27-1,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.06,1
"Nanotubes, Carbon",D037742,,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.06,1
"1,2-Dimethylhydrazine",D019813,540-73-8,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.06,1
Thioacetamide,D013853,62-55-5,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.06,1
pirinixic acid,C006253,50892-23-4,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.06,1
perfluoro-n-nonanoic acid,C101816,375-95-1,Phenylketonurias,MESH:D010661,,PAH,4.06,1
bisphenol F,C000611646,,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.05,1
Fenretinide,D017313,65646-68-6,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.05,1
(+)-JQ1 compound,C561695,,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.05,1
Paraquat,D010269,4685-14-7,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.05,1
Carbon Tetrachloride,D002251,56-23-5,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.05,1
Clofibrate,D002994,637-07-0,Phenylketonurias,MESH:D010661,,QDPR,4.05,1
Tobacco Smoke Pollution,D014028,,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.04,1
Oxygen,D010100,7782-44-7,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.04,1
Progesterone,D011374,57-83-0,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.04,1
Tretinoin,D014212,302-79-4,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.04,1
"2,2',4,4'-tetrabromodiphenyl ether",C511295,,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.03,1
Nickel,D009532,7440-02-0,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.03,1
Rotenone,D012402,83-79-4,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.03,1
Aflatoxin B1,D016604,1162-65-8,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.02,1
sodium arsenite,C017947,13768-07-5,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.02,1
arsenite,C015001,15502-74-6,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.02,1
Ionomycin,D015759,56092-81-0,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.02,1
Urethane,D014520,51-79-6,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.02,1
Doxorubicin,D004317,23214-92-8,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.02,1
"2,3,7,8-tetrachlorodibenzofuran",C014211,51207-31-9,Phenylketonurias,MESH:D010661,,PAH,4.02,1
Endosulfan,D004726,115-29-7,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.01,1
Methamphetamine,D008694,537-46-2,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.01,1
Cyclosporine,D016572,59865-13-3,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.01,1
"Nanotubes, Carbon",D037742,,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.01,1
cobaltous chloride,C018021,7646-79-9,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.00,1
Potassium Dichromate,D011192,7778-50-9,Phenylketonurias,MESH:D010661,,PAH,4.00,1
Tobacco Smoke Pollution,D014028,,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,3.99,1
methylmercuric chloride,C004925,115-09-3,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,3.99,1
"2',3,3',4',5-pentachloro-4-hydroxybiphenyl",C111118,,Phenylketonurias,MESH:D010661,,PAH,3.99,1
Testosterone,D013739,58-22-0,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.98,1
Folic Acid,D005492,59-30-3,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,3.98,1
Tretinoin,D014212,302-79-4,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,3.98,1
Phenobarbital,D010634,50-06-6,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.97,1
Tetradecanoylphorbol Acetate,D013755,16561-29-8,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.97,1
Ethinyl Estradiol,D004997,57-63-6,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,3.97,1
Ethanol,D000431,64-17-5,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,3.97,1
Acetaminophen,D000082,103-90-2,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,3.96,1
Ammonium Chloride,D000643,12125-02-9,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.96,1
Arsenic,D001151,7440-38-2,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.96,1
"1,2-Dimethylhydrazine",D019813,540-73-8,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,3.96,1
Thioacetamide,D013853,62-55-5,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,3.96,1
Cyclosporine,D016572,59865-13-3,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,3.96,1
T-2 Toxin,D013605,21259-20-1,Phenylketonurias,MESH:D010661,,PAH,3.96,1
Air Pollutants,D000393,,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.94,1
entinostat,C118739,,Phenylketonurias,MESH:D010661,,PAH,3.94,1
Antirheumatic Agents,D018501,,Phenylketonurias,MESH:D010661,,QDPR,3.93,1
Copper,D003300,7440-50-8,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.92,1
Ethinyl Estradiol,D004997,57-63-6,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,3.92,1
Folic Acid,D005492,59-30-3,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,3.92,1
Estradiol,D004958,50-28-2,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,3.91,1
jinfukang,C544151,,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.90,1
vinclozolin,C025643,50471-44-8,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.90,1
Acetaminophen,D000082,103-90-2,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,3.90,1
"1,2-Dimethylhydrazine",D019813,540-73-8,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,3.90,1
"2,2',4,4'-tetrabromodiphenyl ether",C511295,,Phenylketonurias,MESH:D010661,,QDPR,3.90,1
Rotenone,D012402,83-79-4,Phenylketonurias,MESH:D010661,,QDPR,3.90,1
trichostatin A,C012589,58880-19-6,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.88,1
Tobacco Smoke Pollution,D014028,,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,3.88,1
Ivermectin,D007559,70288-86-7,Phenylketonurias,MESH:D010661,,QDPR,3.88,1
Tetrachlorodibenzodioxin,D013749,1746-01-6,Phenylketonurias,MESH:D010661,,PAH|QDPR,3.88,2
Tetrachlorodibenzodioxin,D013749,1746-01-6,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,3.87,1
"4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide",C459179,,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.87,1
triptonide,C084079,38647-11-9,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.87,1
Aflatoxin B1,D016604,1162-65-8,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,3.87,1
"Asbestos, Crocidolite",D017638,12001-28-4,Phenylketonurias,MESH:D010661,,PAH,3.87,1
Valproic Acid,D014635,99-66-1,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,3.86,1
Dietary Fats,D004041,,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.86,1
Sunitinib,D000077210,,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.86,1
sodium arsenite,C017947,13768-07-5,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,3.86,1
dorsomorphin,C516138,,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.85,1
Valproic Acid,D014635,99-66-1,Phenylketonurias,MESH:D010661,,PAH|QDPR,3.85,2
"7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide",D015123,55097-80-8,Phenylketonurias,MESH:D010661,,PAH,3.84,1
Dibutyl Phthalate,D003993,84-74-2,Phenylketonurias,MESH:D010661,,QDPR,3.84,1
Plant Extracts,D010936,,Phenylketonurias,MESH:D010661,,QDPR,3.84,1
Copper Sulfate,D019327,7758-98-7,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.83,1
titanium dioxide,C009495,13463-67-7,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.83,1
Tobacco Smoke Pollution,D014028,,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,3.83,1
Tetrachlorodibenzodioxin,D013749,1746-01-6,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,3.82,1
Valproic Acid,D014635,99-66-1,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,3.81,1
sodium arsenite,C017947,13768-07-5,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,3.81,1
Benzo(a)pyrene,D001564,50-32-8,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,3.80,1
bis(4-hydroxyphenyl)sulfone,C543008,80-09-1,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.80,1
Acetaminophen,D000082,103-90-2,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,3.80,1
abrine,C496492,,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.79,1
Methyl Methanesulfonate,D008741,66-27-3,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.79,1
sodium arsenate,C009277,,Phenylketonurias,MESH:D010661,,PAH,3.79,1
perfluorooctanoic acid,C023036,335-67-1,Phenylketonurias,MESH:D010661,,PAH,3.78,1
aristolochic acid I,C000228,313-67-7,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.77,1
Cadmium Chloride,D019256,10108-64-2,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.77,1
Particulate Matter,D052638,,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.77,1
Resveratrol,D000077185,,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.77,1
CGP 52608,C092451,87958-67-6,Phenylketonurias,MESH:D010661,,QDPR,3.77,1
Gentamicins,D005839,,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.76,1
pirinixic acid,C006253,50892-23-4,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.76,1
Flutamide,D005485,13311-84-7,Phenylketonurias,MESH:D010661,,PAH,3.76,1
triptonide,C084079,38647-11-9,Phenylketonurias,MESH:D010661,,QDPR,3.76,1
Carbon Tetrachloride,D002251,56-23-5,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.75,1
Dexamethasone,D003907,50-02-2,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.75,1
Benzo(a)pyrene,D001564,50-32-8,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,3.75,1
Acetaminophen,D000082,103-90-2,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,3.74,1
Tetrachlorodibenzodioxin,D013749,1746-01-6,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,3.72,1
Acrylamide,D020106,79-06-1,Phenylketonurias,MESH:D010661,,QDPR,3.72,1
Nickel,D009532,7440-02-0,Phenylketonurias,MESH:D010661,,PAH,3.72,1
Atrazine,D001280,1912-24-9,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.71,1
Cisplatin,D002945,15663-27-1,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.70,1
"Nanotubes, Carbon",D037742,,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.70,1
Valproic Acid,D014635,99-66-1,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,3.70,1
Endosulfan,D004726,115-29-7,Phenylketonurias,MESH:D010661,,PAH,3.70,1
Urethane,D014520,51-79-6,Phenylketonurias,MESH:D010661,,PAH,3.70,1
bisphenol A,C006780,80-05-7,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,3.69,1
methylmercuric chloride,C004925,115-09-3,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.69,1
Silicon Dioxide,D012822,7631-86-9,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.69,1
aristolochic acid I,C000228,313-67-7,Phenylketonurias,MESH:D010661,,QDPR,3.69,1
Benzo(a)pyrene,D001564,50-32-8,Phenylketonurias,MESH:D010661,,PAH|QDPR,3.69,2
cobaltous chloride,C018021,7646-79-9,Phenylketonurias,MESH:D010661,,PAH,3.69,1
"tris(1,3-dichloro-2-propyl)phosphate",C016805,13674-87-8,Phenylketonurias,MESH:D010661,,PAH,3.69,1
Gentamicins,D005839,,Phenylketonurias,MESH:D010661,,QDPR,3.68,1
Ethanol,D000431,64-17-5,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.67,1
Tretinoin,D014212,302-79-4,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.67,1
Tetrachlorodibenzodioxin,D013749,1746-01-6,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,3.66,1
Cyclosporine,D016572,59865-13-3,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.65,1
Benzo(a)pyrene,D001564,50-32-8,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,3.65,1
Valproic Acid,D014635,99-66-1,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,3.65,1
bisphenol A,C006780,80-05-7,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,3.64,1
Cisplatin,D002945,15663-27-1,Phenylketonurias,MESH:D010661,,QDPR,3.63,1
Folic Acid,D005492,59-30-3,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.62,1
Estradiol,D004958,50-28-2,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.61,1
Ethinyl Estradiol,D004997,57-63-6,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.61,1
"1,2-Dimethylhydrazine",D019813,540-73-8,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.60,1
Thioacetamide,D013853,62-55-5,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,3.60,1
Benzo(a)pyrene,D001564,50-32-8,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,3.59,1
trichostatin A,C012589,58880-19-6,Phenylketonurias,MESH:D010661,,PAH,3.59,1
"4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide",C459179,,Phenylketonurias,MESH:D010661,,PAH,3.58,1
"1,2-Dimethylhydrazine",D019813,540-73-8,Phenylketonurias,MESH:D010661,,QDPR,3.56,1
dorsomorphin,C516138,,Phenylketonurias,MESH:D010661,,PAH,3.56,1
