Chemical Name,Chemical ID,CAS RN,Disease Name,Disease ID,Direct Evidence,Inference Network,Inference Score,Reference Count
Thapsigargin,D019284,67526-95-8,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.86,1
Hydrogen Peroxide,D006861,7722-84-1,Homocystinuria,MESH:D006712,,MTRR,3.85,2
Sodium Selenite,D018038,10102-18-8,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.85,1
Tetrachlorodibenzodioxin,D013749,1746-01-6,"Homocystinuria-Megaloblastic Anemia due to Defect in Cobalamin Metabolism, CblE Complementation Type",MESH:C565510,,MTRR,3.84,1
abrine,C496492,,Methylmalonic acidemia with homocystinuria,MESH:C537359,,MMACHC,3.84,2
Enzyme Inhibitors,D004791,,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.84,1
mono-(2-ethylhexyl)phthalate,C016599,4376-20-9,Homocystinuria,MESH:D006712,,CBS,3.83,1
Nickel,D009532,7440-02-0,Homocystinuria,MESH:D006712,,MTRR,3.83,2
Thioacetamide,D013853,62-55-5,Homocystinuria,MESH:D006712,,CBS|MTRR,3.83,3
Valproic Acid,D014635,99-66-1,"Homocystinuria-Megaloblastic Anemia due to Defect in Cobalamin Metabolism, CblE Complementation Type",MESH:C565510,,MTRR,3.83,1
Trichloroethylene,D014241,79-01-6,Methylenetetrahydrofolate reductase deficiency,MESH:C537357,,MTHFR,3.83,1
aristolochic acid I,C000228,313-67-7,Methylmalonic acidemia with homocystinuria,MESH:C537359,,MMACHC,3.83,2
Pregnenolone Carbonitrile,D011285,1434-54-4,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.83,1
bis(4-hydroxyphenyl)sulfone,C543008,80-09-1,Methylenetetrahydrofolate reductase deficiency,MESH:C537357,,MTHFR,3.82,1
pirinixic acid,C006253,50892-23-4,Methylmalonic acidemia with homocystinuria,MESH:C537359,,MMACHC,3.82,2
Ribonucleotides,D012265,,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.82,1
Tetrachlorodibenzodioxin,D013749,1746-01-6,Methylmalonic acidemia with homocystinuria,MESH:C537359,,MMACHC|PRDX1,3.82,2
Ivermectin,D007559,70288-86-7,Homocystinuria,MESH:D006712,,MTRR,3.81,2
Methamphetamine,D008694,537-46-2,Homocystinuria,MESH:D006712,,MTRR,3.81,2
Methyltestosterone,D008777,58-18-4,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.81,1
Sodium Selenite,D018038,10102-18-8,Homocystinuria,MESH:D006712,,CBS,3.80,1
TAK-243,C000622638,,Homocystinuria,MESH:D006712,,CBS,3.80,1
Zoledronic Acid,D000077211,,Homocystinuria,MESH:D006712,,CBS,3.80,1
abrine,C496492,,Methylenetetrahydrofolate reductase deficiency,MESH:C537357,,MTHFR,3.80,1
Methyl Methanesulfonate,D008741,66-27-3,Methylenetetrahydrofolate reductase deficiency,MESH:C537357,,MTHFR,3.80,1
Diuron,D004237,330-54-1,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.80,1
methidathion,C005828,950-37-8,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.80,1
nefazodone,C051752,83366-66-9,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.80,1
Enzyme Inhibitors,D004791,,Homocystinuria,MESH:D006712,,CBS,3.79,1
aristolochic acid I,C000228,313-67-7,Methylenetetrahydrofolate reductase deficiency,MESH:C537357,,MTHFR,3.79,1
Chlorodiphenyl (54% Chlorine),D020111,11097-69-1,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.79,1
Fenthion,D005284,55-38-9,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.79,1
Glucose,D005947,50-99-7,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.79,1
Particulate Matter,D052638,,Methylenetetrahydrofolate reductase deficiency,MESH:C537357,,MTHFR,3.78,1
"1,4-bis(2-(3,5-dichloropyridyloxy))benzene",C028474,76150-91-9,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.78,1
Valproic Acid,D014635,99-66-1,Methylmalonic acidemia with homocystinuria,MESH:C537359,,MMACHC|PRDX1,3.78,2
glyphosate,C010974,1071-83-6,Homocystinuria,MESH:D006712,,CBS,3.77,1
Ribonucleotides,D012265,,Homocystinuria,MESH:D006712,,CBS,3.77,1
Gentamicins,D005839,,Methylenetetrahydrofolate reductase deficiency,MESH:C537357,,MTHFR,3.77,1
pirinixic acid,C006253,50892-23-4,Methylenetetrahydrofolate reductase deficiency,MESH:C537357,,MTHFR,3.77,1
sulforaphane,C016766,,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.77,1
tributyltin,C011559,688-73-3,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.77,1
Fluorouracil,D005472,51-21-8,Homocystinuria,MESH:D006712,,CBS,3.76,1
methidathion,C005828,950-37-8,Homocystinuria,MESH:D006712,,CBS,3.76,1
Carbon Tetrachloride,D002251,56-23-5,Methylenetetrahydrofolate reductase deficiency,MESH:C537357,,MTHFR,3.76,1
Dexamethasone,D003907,50-02-2,Methylenetetrahydrofolate reductase deficiency,MESH:C537357,,MTHFR,3.76,1
Rosiglitazone,D000077154,,Homocystinuria,MESH:D006712,,CBS,3.75,1
Amiodarone,D000638,1951-25-3,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.75,1
tetrabromobisphenol A,C020806,79-94-7,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.75,1
alpha-pinene,C005451,80-56-8,Homocystinuria,MESH:D006712,,CBS,3.74,1
Chlorodiphenyl (54% Chlorine),D020111,11097-69-1,Homocystinuria,MESH:D006712,,CBS,3.74,1
Fenthion,D005284,55-38-9,Homocystinuria,MESH:D006712,,CBS,3.74,1
Glucose,D005947,50-99-7,Homocystinuria,MESH:D006712,,CBS,3.74,1
methacrylaldehyde,C039175,78-85-3,Homocystinuria,MESH:D006712,,CBS,3.74,1
Mercuric Chloride,D008627,7487-94-7,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.74,1
tert-Butylhydroperoxide,D020122,75-91-2,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.74,1
"4-(4-((5-(4,5-dimethyl-2-nitrophenyl)-2-furanyl)methylene)-4,5-dihydro-3-methyl-5-oxo-1H-pyrazol-1-yl)benzoic acid",C584509,,Homocystinuria,MESH:D006712,,CBS,3.73,1
propiconazole,C045950,60207-90-1,Homocystinuria,MESH:D006712,,CBS,3.73,1
vinclozolin,C025643,50471-44-8,Homocystinuria,MESH:D006712,,MTRR,3.73,2
Volatile Organic Compounds,D055549,,Homocystinuria,MESH:D006712,,CBS,3.73,1
K 7174,C410337,,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.73,1
CGP 52608,C092451,87958-67-6,Homocystinuria,MESH:D006712,,MTRR,3.72,2
triphenyl phosphate,C005445,115-86-6,Homocystinuria,MESH:D006712,,CBS,3.72,1
Chlordecone,D007631,143-50-0,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.72,1
perfluorooctanesulfonamide,C063900,754-91-6,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.72,1
Selenium,D012643,7782-49-2,Homocystinuria,MESH:D006712,,CBS,3.71,1
tetrabromobisphenol A,C020806,79-94-7,Homocystinuria,MESH:D006712,,CBS,3.71,1
"Nanotubes, Carbon",D037742,,Methylenetetrahydrofolate reductase deficiency,MESH:C537357,,MTHFR,3.71,1
Acrolein,D000171,107-02-8,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.71,1
Tungsten,D014414,7440-33-7,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.71,1
AZM551248,C547126,,Homocystinuria,MESH:D006712,,CBS,3.70,1
tert-Butylhydroperoxide,D020122,75-91-2,Homocystinuria,MESH:D006712,,CBS,3.70,1
chromium hexavalent ion,C074702,18540-29-9,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.70,1
sodium bichromate,C016104,10588-01-9,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.70,1
Tunicamycin,D014415,11089-65-9,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.70,1
K 7174,C410337,,Homocystinuria,MESH:D006712,,CBS,3.69,1
Tretinoin,D014212,302-79-4,Methylenetetrahydrofolate reductase deficiency,MESH:C537357,,MTHFR,3.69,1
lead acetate,C008261,301-04-2,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.69,1
Chlordecone,D007631,143-50-0,Homocystinuria,MESH:D006712,,CBS,3.68,1
Potassium Dichromate,D011192,7778-50-9,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.67,1
Sodium Fluoride,D012969,7681-49-4,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.67,1
Acrolein,D000171,107-02-8,Homocystinuria,MESH:D006712,,CBS,3.66,1
Tunicamycin,D014415,11089-65-9,Homocystinuria,MESH:D006712,,CBS,3.66,1
bisphenol A,C006780,80-05-7,"Homocystinuria-Megaloblastic Anemia due to Defect in Cobalamin Metabolism, CblE Complementation Type",MESH:C565510,,MTRR,3.66,1
Soot,D053260,,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.66,1
"2,3,7,8-tetrachlorodibenzofuran",C014211,51207-31-9,Homocystinuria,MESH:D006712,,CBS,3.65,1
Gentamicins,D005839,,Homocystinuria,MESH:D006712,,MTRR,3.65,2
schizandrin B,C015499,,Homocystinuria,MESH:D006712,,CBS,3.65,1
1-Methyl-4-phenylpyridinium,D015655,48134-75-4,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.64,1
Folic Acid,D005492,59-30-3,Methylenetetrahydrofolate reductase deficiency,MESH:C537357,,MTHFR,3.63,1
Calcitriol,D002117,32222-06-3,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.63,1
Aflatoxin B1,D016604,1162-65-8,Homocystinuria,MESH:D006712,,CBS|MTRR,3.62,3
Carbamazepine,D002220,298-46-4,Homocystinuria,MESH:D006712,,CBS,3.62,1
Doxorubicin,D004317,23214-92-8,Homocystinuria,MESH:D006712,,MTRR,3.62,2
Estradiol,D004958,50-28-2,Methylenetetrahydrofolate reductase deficiency,MESH:C537357,,MTHFR,3.62,1
Ethinyl Estradiol,D004997,57-63-6,Methylenetetrahydrofolate reductase deficiency,MESH:C537357,,MTHFR,3.62,1
Benzo(a)pyrene,D001564,50-32-8,Methylmalonic acidemia with homocystinuria,MESH:C537359,,MMACHC|PRDX1,3.62,2
1-Methyl-4-phenylpyridinium,D015655,48134-75-4,Homocystinuria,MESH:D006712,,CBS,3.61,1
Lipopolysaccharides,D008070,,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.61,1
Vehicle Emissions,D001335,,Homocystinuria,MESH:D006712,,MTRR,3.60,2
Vorinostat,D000077337,,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.60,1
Zinc,D015032,7440-66-6,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.60,1
"2,4-dinitrotoluene",C016403,121-14-2,Homocystinuria,MESH:D006712,,CBS,3.59,1
T-2 Toxin,D013605,21259-20-1,Homocystinuria,MESH:D006712,,CBS,3.59,1
Troglitazone,D000077288,97322-87-7,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.59,1
fipronil,C082360,120068-37-3,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.58,1
"1,2-Dimethylhydrazine",D019813,540-73-8,Homocystinuria,MESH:D006712,,MTRR,3.57,2
entinostat,C118739,,Homocystinuria,MESH:D006712,,CBS,3.57,1
Estradiol,D004958,50-28-2,Homocystinuria,MESH:D006712,,MTRR,3.57,2
Lead,D007854,7439-92-1,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.57,1
Troglitazone,D000077288,97322-87-7,Homocystinuria,MESH:D006712,,CBS,3.56,1
ICG 001,C492448,,Homocystinuria,MESH:D006712,,CBS,3.54,1
Phenylmercuric Acetate,D010662,62-38-4,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.54,1
Chlorpyrifos,D004390,2921-88-2,Homocystinuria,MESH:D006712,,CBS,3.53,1
Tobacco Smoke Pollution,D014028,,Methylenetetrahydrofolate reductase deficiency,MESH:C537357,,MTHFR,3.53,1
Cadmium,D002104,7440-43-9,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.53,1
Aflatoxin B1,D016604,1162-65-8,Methylenetetrahydrofolate reductase deficiency,MESH:C537357,,MTHFR,3.52,1
sodium arsenite,C017947,13768-07-5,Methylenetetrahydrofolate reductase deficiency,MESH:C537357,,MTHFR,3.51,1
Triclosan,D014260,3380-34-5,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.51,1
Cadmium,D002104,7440-43-9,Homocystinuria,MESH:D006712,,CBS,3.50,1
manganese chloride,C025340,7773-01-5,Homocystinuria,MESH:D006712,,CBS,3.50,1
Lactic Acid,D019344,50-21-5,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.50,1
perfluorooctane sulfonic acid,C076994,1763-23-1,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.49,1
Diethylnitrosamine,D004052,55-18-5,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.48,1
Acetaminophen,D000082,103-90-2,Homocystinuria,MESH:D006712,,CBS|MTRR,3.47,3
Lactic Acid,D019344,50-21-5,Homocystinuria,MESH:D006712,,CBS,3.47,1
Cuprizone,D003471,370-81-0,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.47,1
Diethylnitrosamine,D004052,55-18-5,Homocystinuria,MESH:D006712,,CBS,3.46,1
Arsenic Trioxide,D000077237,1327-53-3,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.46,1
sodium arsenate,C009277,,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.46,1
Cuprizone,D003471,370-81-0,Homocystinuria,MESH:D006712,,CBS,3.45,1
Acetaminophen,D000082,103-90-2,Methylenetetrahydrofolate reductase deficiency,MESH:C537357,,MTHFR,3.45,1
furan,C039281,110-00-9,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.45,1
Ozone,D010126,10028-15-6,Homocystinuria,MESH:D006712,,CBS,3.44,1
acetamide,C030686,60-35-5,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.44,1
Diethylhexyl Phthalate,D004051,117-81-7,Homocystinuria,MESH:D006712,,CBS,3.43,1
Methapyrilene,D008701,91-80-5,Homocystinuria,MESH:D006712,,CBS,3.43,1
perfluorooctanoic acid,C023036,335-67-1,Homocystinuria,MESH:D006712,,CBS,3.43,1
ethylene dichloride,C024565,107-06-2,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.43,1
Flutamide,D005485,13311-84-7,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.43,1
acetamide,C030686,60-35-5,Homocystinuria,MESH:D006712,,CBS,3.42,1
Hydrogen Peroxide,D006861,7722-84-1,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.42,1
Quercetin,D011794,117-39-5,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.42,1
Formaldehyde,D005557,50-00-0,Homocystinuria,MESH:D006712,,CBS,3.41,1
Quercetin,D011794,117-39-5,Homocystinuria,MESH:D006712,,CBS,3.41,1
Genistein,D019833,446-72-0,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.41,1
Genistein,D019833,446-72-0,Homocystinuria,MESH:D006712,,CBS,3.40,1
Paraquat,D010269,4685-14-7,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.40,1
(+)-JQ1 compound,C561695,,Homocystinuria,MESH:D006712,,CBS,3.39,1
"2,2',4,4'-tetrabromodiphenyl ether",C511295,,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.39,1
Dronabinol,D013759,,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.39,1
Nickel,D009532,7440-02-0,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.39,1
Oxygen,D010100,7782-44-7,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.39,1
Rotenone,D012402,83-79-4,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.39,1
Progesterone,D011374,57-83-0,Homocystinuria,MESH:D006712,,CBS,3.38,1
arsenite,C015001,15502-74-6,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.38,1
Ionomycin,D015759,56092-81-0,Homocystinuria,MESH:D006712,,CBS,3.37,1
Tetrachlorodibenzodioxin,D013749,1746-01-6,Methylenetetrahydrofolate reductase deficiency,MESH:C537357,,MTHFR,3.37,1
Ivermectin,D007559,70288-86-7,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.37,1
Endosulfan,D004726,115-29-7,Homocystinuria,MESH:D006712,,CBS,3.36,1
cobaltous chloride,C018021,7646-79-9,Homocystinuria,MESH:D006712,,CBS,3.35,1
"tris(1,3-dichloro-2-propyl)phosphate",C016805,13674-87-8,Homocystinuria,MESH:D006712,,CBS,3.35,1
Valproic Acid,D014635,99-66-1,Methylenetetrahydrofolate reductase deficiency,MESH:C537357,,MTHFR,3.35,1
Testosterone,D013739,58-22-0,Homocystinuria,MESH:D006712,,CBS,3.34,1
Phenobarbital,D010634,50-06-6,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.34,1
Tetradecanoylphorbol Acetate,D013755,16561-29-8,Homocystinuria,MESH:D006712,,CBS,3.33,1
Arsenic,D001151,7440-38-2,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.33,1
bisphenol A,C006780,80-05-7,Methylmalonic acidemia with homocystinuria,MESH:C537359,,MMACHC|PRDX1,3.33,2
Propylthiouracil,D011441,51-52-5,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.33,1
Plant Extracts,D010936,,Homocystinuria,MESH:D006712,,CBS,3.32,1
Ammonium Chloride,D000643,12125-02-9,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.32,1
Air Pollutants,D000393,,Homocystinuria,MESH:D006712,,CBS,3.31,1
Air Pollutants,D000393,,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.31,1
Copper,D003300,7440-50-8,Homocystinuria,MESH:D006712,,CBS,3.30,1
Tetrachlorodibenzodioxin,D013749,1746-01-6,Homocystinuria,MESH:D006712,,CBS|MTRR,3.30,3
Benzo(a)pyrene,D001564,50-32-8,Methylenetetrahydrofolate reductase deficiency,MESH:C537357,,MTHFR,3.30,1
jinfukang,C544151,,Homocystinuria,MESH:D006712,,CBS,3.28,1
Valproic Acid,D014635,99-66-1,Homocystinuria,MESH:D006712,,CBS|MTRR,3.28,3
trichostatin A,C012589,58880-19-6,Homocystinuria,MESH:D006712,,CBS,3.27,1
jinfukang,C544151,,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.27,1
"4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide",C459179,,Homocystinuria,MESH:D006712,,CBS,3.26,1
Dietary Fats,D004041,,Homocystinuria,MESH:D006712,,CBS,3.26,1
triptonide,C084079,38647-11-9,Homocystinuria,MESH:D006712,,CBS,3.26,1
dorsomorphin,C516138,,Homocystinuria,MESH:D006712,,CBS,3.25,1
"4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide",C459179,,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.25,1
Dietary Fats,D004041,,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.25,1
trichostatin A,C012589,58880-19-6,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.25,1
triptonide,C084079,38647-11-9,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.25,1
Copper Sulfate,D019327,7758-98-7,Homocystinuria,MESH:D006712,,CBS,3.24,1
Trichloroethylene,D014241,79-01-6,Homocystinuria,MESH:D006712,,CBS,3.23,1
dorsomorphin,C516138,,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.23,1
titanium dioxide,C009495,13463-67-7,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.22,1
abrine,C496492,,Homocystinuria,MESH:D006712,,CBS,3.21,1
Cadmium Chloride,D019256,10108-64-2,Homocystinuria,MESH:D006712,,CBS,3.20,1
Particulate Matter,D052638,,Homocystinuria,MESH:D006712,,CBS,3.20,1
Resveratrol,D000077185,,Homocystinuria,MESH:D006712,,CBS,3.20,1
Trichloroethylene,D014241,79-01-6,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.20,1
pirinixic acid,C006253,50892-23-4,Homocystinuria,MESH:D006712,,CBS,3.19,1
bisphenol A,C006780,80-05-7,Methylenetetrahydrofolate reductase deficiency,MESH:C537357,,MTHFR,3.18,1
Resveratrol,D000077185,,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.17,1
Cisplatin,D002945,15663-27-1,Homocystinuria,MESH:D006712,,CBS,3.16,1
"Nanotubes, Carbon",D037742,,Homocystinuria,MESH:D006712,,CBS,3.16,1
Gentamicins,D005839,,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.16,1
Tretinoin,D014212,302-79-4,Homocystinuria,MESH:D006712,,CBS,3.15,1
Dexamethasone,D003907,50-02-2,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.15,1
Cisplatin,D002945,15663-27-1,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.11,1
Benzo(a)pyrene,D001564,50-32-8,Homocystinuria,MESH:D006712,,CBS,3.10,1
Tretinoin,D014212,302-79-4,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.10,1
sodium arsenite,C017947,13768-07-5,Homocystinuria,MESH:D006712,,CBS,3.09,1
Tobacco Smoke Pollution,D014028,,Homocystinuria,MESH:D006712,,CBS,3.09,1
Ethanol,D000431,64-17-5,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.09,1
Vehicle Emissions,D001335,,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.09,1
Estradiol,D004958,50-28-2,Methylmalonic acidemia with homocystinuria,MESH:C537359,,PRDX1,3.05,1
bisphenol A,C006780,80-05-7,Homocystinuria,MESH:D006712,,CBS|MTRR,3.03,3
